Paper_ID,Cat_ID,SubCat_ID,Risk_ID,Domain,Sub-domain,num. combined evidences,Category level,Risk category,Risk subcategory,Description,Additional ev.
9.0,2.0,5.0,09.02.05,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Law abiding,"We find literature that proposes [38] that early artificial intelligence should be built to be safe and lawabiding, and that later artificial intelligence (that which surpasses our own intelligence) must then respect the property and personal rights afforded to humans.",[]
9.0,2.0,6.0,09.02.06,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality,0,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Inequality of wealth,"Because a single human actor controlling an artificially intelligent agent will be able to harness greater power than a single human actor, this may create inequalities of wealth",[]
9.0,2.0,7.0,09.02.07,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values,0,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Societal manipulation,A sufficiently intelligent AI could possess the ability to subtly influence societal behaviors through a sophisticated understanding of human nature,[]
9.0,3.0,1.0,09.03.01,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality,0,Risk Sub-Category,AGI - Effects on humans and other living beings: Existential risks,Direct competition with humans,"One or more artificial agent(s) could have the capacity to directly outcompete humans, for example through capacity to perform work faster, better adaptation to change, vaster knowledge base to draw from, etc. This may result in human labor becoming more expensive or less effective than artificial labor, leading to redundancies or extinction of the human labor force.",[]
9.0,3.0,2.0,09.03.02,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values,0,Risk Sub-Category,AGI - Effects on humans and other living beings: Existential risks,Unpredictable outcomes,"Our culture, lifestyle, and even probability of survival may change drastically. Because the intentions programmed into an artificial agent cannot be guaranteed to lead to a positive outcome, Machine Ethics becomes a topic that may not produce guaranteed results, and Safety Engineering may correspondingly degrade our ability to utilize the technology fully.",[]
9.0,4.0,1.0,09.04.01,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality,0,Risk Sub-Category,Competing for jobs,Competing for jobs,"AI agents may compete against humans for jobs, though history shows that when a technology replaces a human job, it creates new jobs that need more skills.",[]
9.0,4.0,2.0,09.04.02,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,0,Risk Sub-Category,Property/legal rights,Property/legal rights,"In order to preserve human property rights and legal rights, certain controls must be put into place. If an artificially intelligent agent is capable of manipulating systems and people, it may also have the capacity to transfer property rights to itself or manipulate the legal system to provide certain legal advantages or statuses to itself",[]
9.0,5.0,1.0,09.05.01,6. Socioeconomic and Environmental,6.5 > Governance failure,0,Risk Sub-Category,AI jurisprudence,AI jurisprudence,"When considering legal frameworks, we note that at present no such framework has been identified in literature which would apply blame and responsibility to an autonomous agent for its actions. (Though we do suggest that the recent establishment of laws regarding autonomous vehicles may provide some early frameworks that can be evaluated for efficacy and gaps in future research.) Frequently the literature refers to existing liability and negligence laws which might apply to the manufacturer or operator of a device.",[]
9.0,5.0,2.0,09.05.02,6. Socioeconomic and Environmental,6.5 > Governance failure,0,Risk Sub-Category,Liability and negligence,Liability and negligence,"Liability and negligence are legal gray areas in artificial intelligence. If you leave your children in the care of a robotic nanny, and it malfunctions, are you liable or is the manufacturer [45]? We see here a legal gray area which can be further clarified through legislation at the national and international levels; for example, if by making the manufacturer responsible for defects in operation, this may provide an incentive for manufactures to take safety engineering and machine ethics into consideration, whereas a failure to legislate in this area may result in negligentlydeveloped AI systems with greater associated risks.",[]
9.0,5.0,3.0,09.05.03,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm",0,Risk Sub-Category,Unauthorized manipulation of AI,Unauthorized manipulation of AI,"AI machines could be hacked and misused, e.g. manipulating an airport luggage screening system to smuggle weapons",[]
9.0,6.0,1.0,09.06.01,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,0,Risk Sub-Category,AI rights and responsibilities,AI rights and responsibilities,"We note literature—which gives us the domain termed Robot Rights—addressing the rights of the AI itself as we develop and implement it. We find arguments against [38] the affordance of rights for artificial agents: that they should be equals in ability but not in rights, that they should be inferior by design and expendable when needed, and that since they can be designed not to feel pain (or anything) they do not have the same rights as humans. On a more theoretical level, we find literature asking more fundamental questions, such as: at what point is a simulation of life (e.g. artificial intelligence) equivalent to life which originated through natural means [43]? And if a simulation of life is equivalent to natural life, should those simulations be afforded the same rights, responsibilities and privileges afforded to natural life or persons? Some literature suggests that the answer to this question may be contingent on the intrinsic capabilities of the creation, comparing—for example—animal rights and environmental ethics literature",[]
9.0,6.0,2.0,09.06.02,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,0,Risk Sub-Category,Human-like immoral decisions,Human-like immoral decisions,"If we design our machines to match human levels of ethical decision-making, such machines would then proceed to take some immoral actions (since we humans have had occasion to take immoral actions ourselves).",[]
